IDVenta,Unidades,Ingresos por productos (MXN),Cargo por venta e impuestos,Costos de envío,Total (MXN),Venta por publicidad,IDproducto,Canal de venta,Precio unitario de venta de la publicación (MXN),Municipio/Alcaldía,Estado,Código postal,Forma de entrega,Transportista,Fecha Venta,FechaCamino,FechaEntrega,Ganancia,Tiempo de entrega (días),Fecha Venta_season,Fecha Venta_day_of_week,Fecha Venta_holiday,Fecha Venta_month,Fecha Venta_year,FechaCamino_season,FechaCamino_day_of_week,FechaCamino_holiday,FechaCamino_month,FechaCamino_year,FechaEntrega_season,FechaEntrega_day_of_week,FechaEntrega_holiday,FechaEntrega_month,FechaEntrega_year
2000003629589489,2,338.0,-126.919998168945,0.0,211.080001831055,Sí,MLM797897673,Mercado Libre,147.25,Culiacán,Sinaloa,80060,Mercado Envíos Full,Mercado Envios,2022-05-16,2022-05-16,2022-05-17,338.0,1,Spring,Monday,False,May,2022,Spring,Monday,False,May,2022,Spring,Tuesday,False,May,2022
2000003629507013,1,295.0,-92.129997253418,0.0,202.869995117188,No,MLM797897673,Mercado Libre,155.0,Acapulco,Guerrero,39830,Mercado Envíos Full,Mercado Envios,2022-05-15,2022-05-15,2022-05-16,294.99999237060604,1,Spring,Sunday,False,May,2022,Spring,Sunday,False,May,2022,Spring,Monday,False,May,2022
2000003628821465,2,338.0,-126.919998168945,0.0,211.080001831055,Sí,MLM797897673,Mercado Libre,155.0,Tulancingo De Bravo,Hidalgo,43684,Mercado Envíos Full,Mercado Envios,2022-05-05,2022-05-06,2022-05-06,338.0,1,Spring,Thursday,False,May,2022,Spring,Friday,False,May,2022,Spring,Friday,False,May,2022
2000003623627585,3,465.0,-180.830001831055,-49.2799987792969,284.170013427734,No,MLM797897673,Mercado Libre,147.25,Guadalajara,Jalisco,44820,Mercado Envíos Full,Mercado Envios,2022-05-04,2022-05-04,2022-05-05,514.2800140380859,1,Spring,Wednesday,False,May,2022,Spring,Wednesday,False,May,2022,Spring,Thursday,False,May,2022
2000003744978946,1,155.0,-60.2799987792969,-99.0,94.7200012207031,No,MLM797897673,Mercado Libre,147.25,Toluca,Estado De México,50130,Mercado Envíos Full,Mercado Envios,2022-05-04,2022-05-05,2022-05-05,254.0,1,Spring,Wednesday,False,May,2022,Spring,Thursday,False,May,2022,Spring,Thursday,False,May,2022
2000003623706505,1,169.0,-63.4700012207031,-99.0,105.529998779297,No,MLM797897673,Mercado Libre,147.25,Chihuahua,Chihuahua,31107,Mercado Envíos Full,Mercado Envios,2022-05-04,2022-05-04,2022-05-05,268.0000000000001,1,Spring,Wednesday,False,May,2022,Spring,Wednesday,False,May,2022,Spring,Thursday,False,May,2022
2000003744267484,1,169.0,-63.4700012207031,-98.0,105.529998779297,No,MLM797897673,Mercado Libre,147.25,Chihuahua,Chihuahua,31104,Mercado Envíos Full,Mercado Envios,2022-05-04,2022-05-04,2022-05-05,267.0000000000001,1,Spring,Wednesday,False,May,2022,Spring,Wednesday,False,May,2022,Spring,Thursday,False,May,2022
2000003623295003,3,891.0,-277.779998779297,0.0,613.219970703125,No,MLM797897673,Mercado Libre,147.25,Orizaba,Veracruz,94300,Mercado Envíos Full,Mercado Envios,2022-05-03,2022-05-03,2022-05-04,890.999969482422,1,Spring,Tuesday,False,May,2022,Spring,Tuesday,False,May,2022,Spring,Wednesday,False,May,2022
2000003742512872,1,175.0,-64.8300018310547,-98.0,110.169998168945,Sí,MLM797897673,Mercado Libre,147.25,Iztapalapa,Distrito Federal,9140,Mercado Envíos Full,Mercado Envios,2022-05-02,2022-05-03,2022-05-03,272.9999999999997,1,Spring,Monday,False,May,2022,Spring,Tuesday,False,May,2022,Spring,Tuesday,False,May,2022
2000003622098627,1,169.0,-63.4700012207031,-89.0,105.529998779297,No,MLM797897673,Mercado Libre,147.25,Ixtlahuacan De Los Membrillos,Jalisco,45850,Mercado Envíos Full,Mercado Envios,2022-05-02,2022-05-03,2022-05-03,258.0000000000001,1,Spring,Monday,False,May,2022,Spring,Tuesday,False,May,2022,Spring,Tuesday,False,May,2022
2000003739716402,1,297.0,-92.5899963378906,-96.0,204.410003662109,Sí,MLM797897673,Mercado Libre,147.25,Miguel Hidalgo,Distrito Federal,11290,Mercado Envíos Full,Mercado Envios,2022-04-29,2022-04-30,2022-04-30,392.99999999999966,1,Spring,Friday,False,April,2022,Spring,Saturday,False,April,2022,Spring,Saturday,False,April,2022
2000003619634871,1,280.25,-88.7900009155273,0.0,191.460006713867,No,MLM797897673,Mercado Libre,147.25,Iztacalco,Distrito Federal,8400,Mercado Envíos Full,Mercado Envios,2022-04-28,2022-04-29,2022-04-29,280.2500076293943,1,Spring,Thursday,False,April,2022,Spring,Friday,False,April,2022,Spring,Friday,False,April,2022
2000003619580311,1,155.0,-60.2799987792969,-96.0,94.7200012207031,No,MLM797897673,Mercado Libre,147.25,Panotla,Tlaxcala,90147,Mercado Envíos Full,Mercado Envios,2022-04-27,2022-04-28,2022-04-28,251.0,1,Spring,Wednesday,False,April,2022,Spring,Thursday,False,April,2022,Spring,Thursday,False,April,2022
2000003733419062,1,280.25,-88.7900009155273,-94.0,191.460006713867,Sí,MLM797897673,Mercado Libre,147.25,Chihuahua,Chihuahua,31034,Mercado Envíos Full,Mercado Envios,2022-04-27,2022-04-27,2022-04-28,374.25000762939425,1,Spring,Wednesday,False,April,2022,Spring,Wednesday,False,April,2022,Spring,Thursday,False,April,2022
2000003618909681,1,280.25,-88.7900009155273,0.0,191.460006713867,Sí,MLM797897673,Mercado Libre,160.0,Tijuana,Baja California Norte,22535,Mercado Envíos Full,Mercado Envios,2022-04-18,2022-04-18,2022-04-19,280.2500076293943,1,Spring,Monday,False,April,2022,Spring,Monday,False,April,2022,Spring,Tuesday,False,April,2022
2000003616785439,2,317.72,-122.309997558594,-29.5799999237061,195.410003662109,Sí,MLM797897673,Mercado Libre,155.0,Ecatepec de Morelos,Estado De México,55130,Mercado Envíos Full,Mercado Envios,2022-04-13,2022-04-13,2022-04-14,347.3000011444091,1,Spring,Wednesday,False,April,2022,Spring,Wednesday,False,April,2022,Spring,Thursday,False,April,2022
2000003616662259,1,150.5,-59.2599983215332,0.0,91.2399978637695,Sí,MLM797897673,Mercado Libre,155.0,Emiliano Zapata,Veracruz,91634,Mercado Envíos Full,Mercado Envios,2022-04-09,2022-04-09,2022-04-10,150.4999961853027,1,Spring,Saturday,False,April,2022,Spring,Saturday,False,April,2022,Spring,Sunday,False,April,2022
2000003616150871,1,158.86,-61.1599998474121,0.0,97.6999969482422,Sí,MLM797897673,Mercado Libre,155.0,Chignahuapan,Puebla,73300,Mercado Envíos Full,Mercado Envios,2022-04-07,2022-04-08,2022-04-08,158.8599967956543,1,Spring,Thursday,False,April,2022,Spring,Friday,False,April,2022,Spring,Friday,False,April,2022
2000003615228665,2,317.72,-122.309997558594,0.0,195.410003662109,No,MLM797897673,Mercado Libre,155.0,Querétaro,Querétaro,76230,Mercado Envíos Full,Mercado Envios,2022-04-06,2022-04-07,2022-04-07,317.720001220703,1,Spring,Wednesday,False,April,2022,Spring,Thursday,False,April,2022,Spring,Thursday,False,April,2022
2000003613517983,2,318.0,-122.370002746582,-39.560001373291,195.630004882813,No,MLM797897673,Mercado Libre,147.25,Tulancingo De Bravo,Hidalgo,43600,Mercado Envíos Full,Mercado Envios,2022-04-04,2022-04-05,2022-04-05,357.560009002686,1,Spring,Monday,False,April,2022,Spring,Tuesday,False,April,2022,Spring,Tuesday,False,April,2022
2000003613129907,1,280.25,-88.7900009155273,0.0,191.460006713867,Sí,MLM797897673,Mercado Libre,147.25,Zapopan,Jalisco,45147,Mercado Envíos Full,Mercado Envios,2022-04-04,2022-04-04,2022-04-05,280.2500076293943,1,Spring,Monday,False,April,2022,Spring,Monday,False,April,2022,Spring,Tuesday,False,April,2022
2000003613121641,2,318.0,-122.370002746582,0.0,195.630004882813,Sí,MLM797897673,Mercado Libre,147.25,Puebla,Puebla,72460,Mercado Envíos Full,Mercado Envios,2022-04-02,2022-04-03,2022-04-03,318.000007629395,1,Spring,Saturday,False,April,2022,Spring,Sunday,False,April,2022,Spring,Sunday,False,April,2022
2000003613008673,1,159.0,-61.189998626709,0.0,97.8099975585938,Sí,MLM797897673,Mercado Libre,147.25,Aguascalientes,Aguascalientes,20000,Mercado Envíos Full,Mercado Envios,2022-04-02,2022-04-03,2022-04-03,158.9999961853028,1,Spring,Saturday,False,April,2022,Spring,Sunday,False,April,2022,Spring,Sunday,False,April,2022
2000003612957383,1,159.0,-61.189998626709,0.0,97.8099975585938,Sí,MLM797897673,Mercado Libre,147.25,San Jose Iturbide,Guanajuato,37980,Mercado Envíos Full,Mercado Envios,2022-04-01,2022-04-01,2022-04-02,158.9999961853028,1,Spring,Friday,False,April,2022,Spring,Friday,False,April,2022,Spring,Saturday,False,April,2022
2000003612780435,1,159.0,-61.189998626709,0.0,97.8099975585938,Sí,MLM797897673,Mercado Libre,147.25,Pachuca De Soto,Hidalgo,42090,Mercado Envíos Full,Mercado Envios,2022-03-30,2022-03-31,2022-03-31,158.9999961853028,1,Spring,Wednesday,False,March,2022,Spring,Thursday,False,March,2022,Spring,Thursday,False,March,2022
2000003717931910,1,495.0,-112.660003662109,-102.5,279.839996337891,No,MLM797897673,Mercado Libre,147.25,Chicoloapan,Estado De México,56390,Mercado Envíos Full,Mercado Envios,2022-03-29,2022-03-30,2022-03-30,495.0,1,Spring,Tuesday,False,March,2022,Spring,Wednesday,False,March,2022,Spring,Wednesday,False,March,2022
2000003612232459,1,155.0,-60.2799987792969,0.0,94.7200012207031,No,MLM797897673,Mercado Libre,147.25,Tecamac,Estado De México,55744,Mercado Envíos Full,Mercado Envios,2022-03-29,2022-03-30,2022-03-30,155.0,1,Spring,Tuesday,False,March,2022,Spring,Wednesday,False,March,2022,Spring,Wednesday,False,March,2022
2000003716508922,1,159.0,-61.189998626709,-99.0,97.8099975585938,Sí,MLM797897673,Mercado Libre,147.25,Saltillo,Coahuila,25088,Mercado Envíos Full,Mercado Envios,2022-03-28,2022-03-29,2022-03-29,257.9999961853028,1,Spring,Monday,False,March,2022,Spring,Tuesday,False,March,2022,Spring,Tuesday,False,March,2022
2000003611283607,1,159.0,-61.189998626709,0.0,97.8099975585938,No,MLM797897673,Mercado Libre,147.25,Lagos De Moreno,Jalisco,47400,Mercado Envíos Full,Mercado Envios,2022-03-27,2022-03-28,2022-03-28,158.9999961853028,1,Spring,Sunday,False,March,2022,Spring,Monday,False,March,2022,Spring,Monday,False,March,2022
2000003706220904,1,155.0,-60.2799987792969,-81.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Delicias,Chihuahua,33067,Mercado Envíos Full,Mercado Envios,2022-03-23,2022-03-23,2022-03-24,236.0,1,Spring,Wednesday,False,March,2022,Spring,Wednesday,False,March,2022,Spring,Thursday,False,March,2022
2000003607730165,1,155.0,-60.2799987792969,-19.6000003814697,94.7200012207031,No,MLM797897673,Mercado Libre,155.0,Chalco,Estado De México,56644,Mercado Envíos Full,Mercado Envios,2022-03-21,2022-03-22,2022-03-22,174.6000003814697,1,Spring,Monday,True,March,2022,Spring,Tuesday,False,March,2022,Spring,Tuesday,False,March,2022
2000003607743607,1,150.5,-59.2599983215332,0.0,91.2399978637695,Sí,MLM797897673,Mercado Libre,155.0,San Juan Del Río,Querétaro,76810,Mercado Envíos Full,Mercado Envios,2022-03-20,2022-03-21,2022-03-21,150.4999961853027,1,Spring,Sunday,False,March,2022,Spring,Monday,True,March,2022,Spring,Monday,True,March,2022
2000003705017970,1,155.0,-60.2799987792969,-89.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,155.0,Puebla,Puebla,72498,Mercado Envíos Full,Mercado Envios,2022-03-20,2022-03-21,2022-03-21,244.0,1,Spring,Sunday,False,March,2022,Spring,Monday,True,March,2022,Spring,Monday,True,March,2022
2000003702262326,1,150.5,-59.2599983215332,-79.0,91.2399978637695,Sí,MLM797897673,Mercado Libre,147.25,Tulancingo De Bravo,Hidalgo,43650,Mercado Envíos Full,Mercado Envios,2022-03-02,2022-03-03,2022-03-03,229.4999961853027,1,Spring,Wednesday,False,March,2022,Spring,Thursday,False,March,2022,Spring,Thursday,False,March,2022
2000003605635039,2,301.0,-118.51000213623,0.0,182.490005493164,No,MLM797897673,Mercado Libre,147.25,San Luis Potosí,San Luis Potosí,78130,Mercado Envíos Full,Mercado Envios,2022-02-27,2022-02-28,2022-02-28,301.000007629394,1,Winter,Sunday,False,February,2022,Winter,Monday,False,February,2022,Winter,Monday,False,February,2022
2000003692703694,1,295.0,-92.129997253418,-89.0,202.869995117188,No,MLM797897673,Mercado Libre,147.25,Cuauhtémoc,Chihuahua,31555,Mercado Envíos Full,Mercado Envios,2022-02-24,2022-02-24,2022-02-25,383.99999237060604,1,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022
2000003691026346,1,795.0,-180.929992675781,-78.0,536.070007324219,Sí,MLM797897673,Mercado Libre,147.25,Huanimaro,Guanajuato,36990,Mercado Envíos Full,Mercado Envios,2022-02-24,2022-02-25,2022-02-25,795.0,1,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022,Winter,Friday,False,February,2022
2000003597009051,1,155.0,-60.2799987792969,-77.5999984741211,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Tepeapulco,Hidalgo,43998,Mercado Envíos Full,Mercado Envios,2022-02-23,2022-02-24,2022-02-24,232.5999984741211,1,Winter,Wednesday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022
2000003596935445,2,301.0,-118.51000213623,0.0,182.490005493164,Sí,MLM797897673,Mercado Libre,147.25,Querétaro,Querétaro,76116,Mercado Envíos Full,Mercado Envios,2022-02-22,2022-02-23,2022-02-23,301.000007629394,1,Winter,Tuesday,False,February,2022,Winter,Wednesday,False,February,2022,Winter,Wednesday,False,February,2022
2000003596035371,1,150.5,-59.2599983215332,-19.4200000762939,91.2399978637695,Sí,MLM797897673,Mercado Libre,147.25,Jilotepec,Estado De México,54250,Mercado Envíos Full,Mercado Envios,2022-02-20,2022-02-21,2022-02-21,169.91999626159662,1,Winter,Sunday,False,February,2022,Winter,Monday,False,February,2022,Winter,Monday,False,February,2022
2000003595758741,1,175.0,-64.8300018310547,-97.0,110.169998168945,No,MLM797897673,Mercado Libre,147.25,Querétaro,Querétaro,76030,Mercado Envíos Full,Mercado Envios,2022-02-17,2022-02-18,2022-02-18,271.9999999999997,1,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022,Winter,Friday,False,February,2022
2000003672940848,1,150.5,-59.2599983215332,-89.0,91.2399978637695,Sí,MLM797897673,Mercado Libre,147.25,Izucar De Matamoros,Puebla,74448,Mercado Envíos Full,Mercado Envios,2022-02-16,2022-02-17,2022-02-17,239.4999961853027,1,Winter,Wednesday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022
2000003672700018,1,155.0,-60.2799987792969,-115.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Culiacán,Sinaloa,80240,Mercado Envíos Full,Mercado Envios,2022-02-15,2022-02-16,2022-02-16,270.0,1,Winter,Tuesday,False,February,2022,Winter,Wednesday,False,February,2022,Winter,Wednesday,False,February,2022
2000003593288219,2,301.0,-118.51000213623,-22.9200000762939,182.490005493164,No,MLM797897673,Mercado Libre,147.25,Tlaxco,Tlaxcala,90250,Mercado Envíos Full,Mercado Envios,2022-02-14,2022-02-15,2022-02-15,323.9200077056879,1,Winter,Monday,False,February,2022,Winter,Tuesday,False,February,2022,Winter,Tuesday,False,February,2022
2000003592797487,2,310.0,-120.550003051758,-24.2000007629395,189.449996948242,Sí,MLM797897673,Mercado Libre,147.25,Culiacán,Sinaloa,80058,Mercado Envíos Full,Mercado Envios,2022-02-14,2022-02-14,2022-02-15,334.2000007629395,1,Winter,Monday,False,February,2022,Winter,Monday,False,February,2022,Winter,Tuesday,False,February,2022
2000003592787447,1,155.0,-60.2799987792969,0.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Ixtapaluca,Estado De México,56577,Mercado Envíos Full,Mercado Envios,2022-02-13,2022-02-14,2022-02-14,155.0,1,Winter,Sunday,False,February,2022,Winter,Monday,False,February,2022,Winter,Monday,False,February,2022
2000003591264525,1,155.0,-60.2799987792969,0.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Tláhuac,Distrito Federal,13050,Mercado Envíos Full,Mercado Envios,2022-02-10,2022-02-11,2022-02-11,155.0,1,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022,Winter,Friday,False,February,2022
2000003589906163,1,150.5,-59.2599983215332,0.0,91.2399978637695,No,MLM797897673,Mercado Libre,147.25,La Paz,Estado De México,56400,Mercado Envíos Full,Mercado Envios,2022-02-08,2022-02-09,2022-02-09,150.4999961853027,1,Winter,Tuesday,False,February,2022,Winter,Wednesday,False,February,2022,Winter,Wednesday,False,February,2022
2000003589373801,3,451.5,-177.770004272461,0.0,273.730010986328,Sí,MLM797897673,Mercado Libre,147.25,Poza Rica De Hidalgo,Veracruz,93340,Mercado Envíos Full,Mercado Envios,2022-02-08,2022-02-09,2022-02-09,451.500015258789,1,Winter,Tuesday,False,February,2022,Winter,Wednesday,False,February,2022,Winter,Wednesday,False,February,2022
2000003660336554,1,695.0,-158.169998168945,-78.0,458.829986572266,No,MLM797897673,Mercado Libre,147.25,Mazatlán,Sinaloa,82140,Mercado Envíos Full,Mercado Envios,2022-02-07,2022-02-07,2022-02-08,694.999984741211,1,Winter,Monday,True,February,2022,Winter,Monday,True,February,2022,Winter,Tuesday,False,February,2022
2000003587393731,2,990.0,-225.309997558594,-205.0,559.690002441406,Sí,MLM797897673,Mercado Libre,147.25,Soledad De Graciano Sánchez,San Luis Potosí,78437,Mercado Envíos Full,Mercado Envios,2022-02-07,2022-02-07,2022-02-08,990.0,1,Winter,Monday,True,February,2022,Winter,Monday,True,February,2022,Winter,Tuesday,False,February,2022
2000003587097205,2,350.0,-129.660003662109,-21.0,220.339996337891,No,MLM797897673,Mercado Libre,147.25,General Terán,Nuevo León,67400,Mercado Envíos Full,Mercado Envios,2022-02-07,2022-02-07,2022-02-08,371.0,1,Winter,Monday,True,February,2022,Winter,Monday,True,February,2022,Winter,Tuesday,False,February,2022
2000003652028932,1,295.0,-92.129997253418,-129.0,202.869995117188,Sí,MLM797897673,Mercado Libre,147.25,Reynosa,Tamaulipas,88743,Mercado Envíos Full,Mercado Envios,2022-02-05,2022-02-06,2022-02-06,423.99999237060604,1,Winter,Saturday,False,February,2022,Winter,Sunday,False,February,2022,Winter,Sunday,False,February,2022
2000003650015392,1,274.35,-87.4400024414063,-129.0,186.910003662109,Sí,MLM797897673,Mercado Libre,155.0,Tecamac,Estado De México,55770,Mercado Envíos Full,Mercado Envios,2022-02-03,2022-02-04,2022-02-04,403.35000610351534,1,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022,Winter,Friday,False,February,2022
2000003648197218,1,274.35,-87.4400024414063,-98.0,186.910003662109,Sí,MLM797897673,Mercado Libre,155.0,Matamoros,Tamaulipas,87300,Mercado Envíos Full,Mercado Envios,2022-02-03,2022-02-04,2022-02-04,372.35000610351534,1,Winter,Thursday,False,February,2022,Winter,Friday,False,February,2022,Winter,Friday,False,February,2022
2000003582613523,2,350.0,-129.660003662109,-51.0,220.339996337891,No,MLM797897673,Mercado Libre,147.25,Iztapalapa,Distrito Federal,9510,Mercado Envíos Full,Mercado Envios,2022-02-02,2022-02-03,2022-02-03,401.0,1,Winter,Wednesday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022
2000003638075992,1,195.0,-69.379997253418,-94.0,125.620002746582,No,MLM797897673,Mercado Libre,147.25,Aguascalientes,Aguascalientes,20298,Mercado Envíos Full,Mercado Envios,2022-02-02,2022-02-03,2022-02-03,289.0,1,Winter,Wednesday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022
2000003638020130,1,95.0,-46.6199989318848,-97.0,48.3800010681152,Sí,MLM797897673,Mercado Libre,147.25,Bahía De Banderas,Nayarit,63737,Mercado Envíos Full,Mercado Envios,2022-02-02,2022-02-03,2022-02-03,192.0,1,Winter,Wednesday,False,February,2022,Winter,Thursday,False,February,2022,Winter,Thursday,False,February,2022
2000003636267972,1,695.0,-158.169998168945,-78.0,458.829986572266,No,MLM797897673,Mercado Libre,147.25,Gabriel Zamora,Michoacán,61730,Mercado Envíos Full,Mercado Envios,2022-02-01,2022-02-01,2022-02-02,694.999984741211,1,Winter,Tuesday,False,February,2022,Winter,Tuesday,False,February,2022,Winter,Wednesday,False,February,2022
2000003635734482,1,155.0,-60.2799987792969,-99.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Venustiano Carranza,Distrito Federal,15530,Mercado Envíos Full,Mercado Envios,2022-01-31,2022-02-01,2022-02-01,254.0,1,Winter,Monday,False,January,2022,Winter,Tuesday,False,February,2022,Winter,Tuesday,False,February,2022
2000003633902464,1,145.0,-58.0,-91.0,87.0,No,MLM797897673,Mercado Libre,147.25,Naucalpan,Estado De México,53460,Mercado Envíos Full,Mercado Envios,2022-01-30,2022-01-31,2022-01-31,236.0,1,Winter,Sunday,False,January,2022,Winter,Monday,False,January,2022,Winter,Monday,False,January,2022
2000003631007770,1,155.0,-60.2799987792969,-89.0,94.7200012207031,Sí,MLM797897673,Mercado Libre,147.25,Guadalajara,Jalisco,44990,Mercado Envíos Full,Mercado Envios,2022-01-29,2022-01-30,2022-01-30,244.0,1,Winter,Saturday,False,January,2022,Winter,Sunday,False,January,2022,Winter,Sunday,False,January,2022
2000003630782056,1,695.0,-158.169998168945,-78.0,458.829986572266,No,MLM797897673,Mercado Libre,147.25,Tulancingo De Bravo,Hidalgo,43600,Mercado Envíos Full,Mercado Envios,2022-01-28,2022-01-29,2022-01-29,694.999984741211,1,Winter,Friday,False,January,2022,Winter,Saturday,False,January,2022,Winter,Saturday,False,January,2022
2000003576428515,2,322.2,-123.319999694824,-29.2199993133545,198.880004882813,Sí,MLM797897673,Mercado Libre,147.25,La Paz,Estado De México,56400,Mercado Envíos Full,Mercado Envios,2022-01-26,2022-01-27,2022-01-27,351.4200038909915,1,Winter,Wednesday,False,January,2022,Winter,Thursday,False,January,2022,Winter,Thursday,False,January,2022
2000003628781216,1,175.0,-64.8300018310547,-93.0,110.169998168945,Sí,MLM797897673,Mercado Libre,147.25,Querétaro,Querétaro,76148,Mercado Envíos Full,Mercado Envios,2022-01-25,2022-01-26,2022-01-26,267.9999999999997,1,Winter,Tuesday,False,January,2022,Winter,Wednesday,False,January,2022,Winter,Wednesday,False,January,2022
2000003626712910,1,145.0,-58.0,-101.0,87.0,No,MLM797897673,Mercado Libre,147.25,Rafael Lara Grajales,Puebla,75000,Mercado Envíos Full,Mercado Envios,2022-01-22,2022-01-22,2022-01-23,246.0,1,Winter,Saturday,False,January,2022,Winter,Saturday,False,January,2022,Winter,Sunday,False,January,2022
2000003626164964,1,142.6,-57.4500007629395,-98.0,85.1500015258789,No,MLM797897673,Mercado Libre,147.25,Irapuato,Guanajuato,36680,Mercado Envíos Full,Mercado Envios,2022-01-20,2022-01-21,2022-01-21,240.60000228881842,1,Winter,Thursday,False,January,2022,Winter,Friday,False,January,2022,Winter,Friday,False,January,2022
2000003573898909,3,427.8,-172.360000610352,0.0,255.440002441406,No,MLM797897673,Mercado Libre,155.0,Cuautitlan Izcalli,Estado De México,54740,Mercado Envíos Full,Mercado Envios,2022-01-03,2022-01-03,2022-01-04,427.800003051758,1,Winter,Monday,False,January,2022,Winter,Monday,False,January,2022,Winter,Tuesday,False,January,2022
2000003572285789,1,295.0,-92.129997253418,0.0,202.869995117188,Sí,MLM797897673,Mercado Libre,155.0,Juárez,Chihuahua,32010,Mercado Envíos Full,Mercado Envios,2021-12-29,2021-12-29,2021-12-30,294.99999237060604,1,Winter,Wednesday,False,December,2021,Winter,Wednesday,False,December,2021,Winter,Thursday,False,December,2021
2000003569377761,2,473.0,-157.660003662109,-42.1599998474121,315.339996337891,No,MLM797897673,Mercado Libre,155.0,Sabinas Hidalgo,Nuevo León,65200,Mercado Envíos Full,Mercado Envios,2021-12-26,2021-12-26,2021-12-27,515.1599998474121,1,Winter,Sunday,False,December,2021,Winter,Sunday,False,December,2021,Winter,Monday,False,December,2021
2000003568996515,3,427.8,-172.360000610352,0.0,255.440002441406,Sí,MLM797897673,Mercado Libre,155.0,Macuspana,Tabasco,86709,Mercado Envíos Full,Mercado Envios,2021-12-26,2021-12-26,2021-12-27,427.800003051758,1,Winter,Sunday,False,December,2021,Winter,Sunday,False,December,2021,Winter,Monday,False,December,2021
2000003568668927,1,166.25,-62.8400001525879,0.0,103.410003662109,Sí,MLM797897673,Mercado Libre,155.0,Cancún/Benito Juárez,Quintana Roo,77539,Mercado Envíos Full,Mercado Envios,2021-12-23,2021-12-23,2021-12-24,166.2500038146969,1,Winter,Thursday,False,December,2021,Winter,Thursday,False,December,2021,Winter,Friday,False,December,2021
2000003610194544,1,142.6,-57.4500007629395,-98.0,85.1500015258789,Sí,MLM797897673,Mercado Libre,155.0,Durango,Durango,34162,Mercado Envíos Full,Mercado Envios,2021-12-22,2021-12-22,2021-12-23,240.60000228881842,1,Winter,Wednesday,False,December,2021,Winter,Wednesday,False,December,2021,Winter,Thursday,False,December,2021
2000003567301753,2,332.5,-125.680000305176,-22.3999996185303,206.820007324219,No,MLM797897673,Mercado Libre,155.0,Atizapán De Zaragoza,Estado De México,52920,Mercado Envíos Full,Mercado Envios,2021-12-21,2021-12-22,2021-12-22,354.9000072479253,1,Winter,Tuesday,False,December,2021,Winter,Wednesday,False,December,2021,Winter,Wednesday,False,December,2021
2000003567261743,2,322.2,-123.319999694824,-22.2199993133545,198.880004882813,Sí,MLM797897673,Mercado Libre,155.0,Soledad De Graciano Sánchez,San Luis Potosí,78430,Mercado Envíos Full,Mercado Envios,2021-12-20,2021-12-21,2021-12-21,344.4200038909915,1,Winter,Monday,False,December,2021,Winter,Tuesday,False,December,2021,Winter,Tuesday,False,December,2021
2000003566735921,2,332.5,-125.680000305176,-22.3999996185303,206.820007324219,No,MLM797897673,Mercado Libre,155.0,La Paz,Estado De México,56400,Mercado Envíos Full,Mercado Envios,2021-12-20,2021-12-20,2021-12-21,354.9000072479253,1,Winter,Monday,False,December,2021,Winter,Monday,False,December,2021,Winter,Tuesday,False,December,2021
2000003565683039,1,295.0,-92.129997253418,0.0,202.869995117188,Sí,MLM797897673,Mercado Libre,147.25,San Luis Potosí,San Luis Potosí,78049,Mercado Envíos Full,Mercado Envios,2021-12-18,2021-12-19,2021-12-19,294.99999237060604,1,Winter,Saturday,False,December,2021,Winter,Sunday,False,December,2021,Winter,Sunday,False,December,2021
2000003562774941,3,427.8,-172.360000610352,0.0,255.440002441406,Sí,MLM797897673,Mercado Libre,147.25,Guadalupe,Nuevo León,67170,Mercado Envíos Full,Mercado Envios,2021-12-17,2021-12-17,2021-12-18,427.800003051758,1,Winter,Friday,False,December,2021,Winter,Friday,False,December,2021,Winter,Saturday,False,December,2021
2000003563444005,1,148.8,-739.539978027344,0.0,-590.739990234375,No,MLM797897673,Mercado Libre,147.25,San Juan Del Río,Querétaro,76806,Mercado Envíos Full,Mercado Envios,2021-12-17,2021-12-18,2021-12-18,148.79998779296898,1,Winter,Friday,False,December,2021,Winter,Saturday,False,December,2021,Winter,Saturday,False,December,2021
2000003592997568,1,166.25,-62.8400001525879,-89.0,103.410003662109,Sí,MLM797897673,Mercado Libre,147.25,La Paz,Estado De México,56400,Mercado Envíos Full,Mercado Envios,2021-12-15,2021-12-15,2021-12-16,255.2500038146969,1,Winter,Wednesday,False,December,2021,Winter,Wednesday,False,December,2021,Winter,Thursday,False,December,2021
